,Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
22251,9,19.0,0.0,15.0,7.0,6,Ratnagiri,KEC International,536,7.4,3966.4
22252,22,22.0,0.0,16.0,1.0,11,Gurgaon,Unitech Power Transmission Ltd.,420,8.3,3486.0000000000005
22253,8,22.0,3.0,11.0,1.0,2,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,351,7.9,2772.9
22254,18,23.0,3.0,14.0,1.0,1,Kolkata,SJVN Ltd.,570,8.7,4959.0
22255,5,17.0,0.0,21.0,1.0,1,Ahmedabad,GE T&D India Limited,405,7.9,3199.5
22256,7,18.0,2.0,10.0,1.0,10,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,468,8.7,4071.6
22257,19,23.0,1.0,8.0,1.0,1,New Delhi,Adani Power Ltd.,576,8.5,4896.0
22258,7,17.0,1.0,13.0,1.0,1,Gurgaon,TransRail Lighting,290,8.3,2407.0
22259,7,23.0,1.0,21.0,1.0,4,Dahej,JSW Energy Ltd.,495,7.6,3762.0
22260,23,23.0,2.0,13.0,12.0,5,Kolkata,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",651,8.7,5663.7
22261,12,22.0,0.0,8.0,1.0,6,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,443,7.8,3455.4
22262,22,23.0,1.0,16.0,12.0,1,Navi Mumbai,Sunil Hitech Eng,770,9.3,7161.000000000001
22263,23,22.0,0.0,16.0,1.0,3,Dahej,Jaiprakash Power,635,7.6,4826.0
22264,6,20.0,3.0,13.0,1.0,7,Dahej,KEC International,533,7.6,4050.8
22265,15,23.0,3.0,16.0,1.0,3,Pune,Bonfiglioli Transmission Pvt. Ltd.,516,9.1,4695.599999999999
22266,18,23.0,2.0,9.0,1.0,9,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,563,8.1,4560.3
22267,9,23.0,0.0,11.0,1.0,8,Shimla,Orient Green,316,7.7,2433.2000000000003
22268,14,23.0,1.0,19.0,1.0,8,Vadodara,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),471,7.8,3673.8
22269,23,23.0,1.0,10.0,1.0,11,Hyderabad,Torrent Power Ltd.,395,8.4,3318.0
22270,10,21.0,0.0,22.0,1.0,6,Kolkata,Tata Power Company Ltd.,579,8.7,5037.299999999999
22271,9,23.0,0.0,8.0,1.0,8,Nagpur,NHPC,325,8.9,2892.5
22272,11,23.0,0.0,5.0,1.0,12,New Delhi,Orient Green,397,8.5,3374.5
22273,13,22.0,0.0,6.0,12.0,8,Gurgaon,NLC India,497,8.3,4125.1
22274,6,18.0,1.0,16.0,1.0,4,Chennai,Tata Power Company Ltd.,334,8.8,2939.2000000000003
22275,21,23.0,2.0,5.0,1.0,5,Dahej,CESC,576,7.6,4377.599999999999
22276,16,23.0,2.0,13.0,1.0,8,Shimla,NLC India,518,7.7,3988.6
22277,13,22.0,2.0,16.0,1.0,9,Navi Mumbai,SJVN Ltd.,410,9.3,3813.000000000001
22278,17,23.0,1.0,17.0,1.0,9,Shimla,Sterlite Power Transmission Ltd,691,7.7,5320.7
22279,15,22.0,1.0,21.0,12.0,11,Nagpur,L&T Transmission & Distribution,723,8.9,6434.7
22280,8,22.0,1.0,21.0,1.0,5,Hyderabad,Guj Ind Power,617,8.4,5182.8
22281,12,23.0,1.0,17.0,1.0,8,Kolkata,Jaiprakash Power,467,8.7,4062.9
22282,19,22.0,0.0,13.0,1.0,12,Nagpur,Unitech Power Transmission Ltd.,393,8.9,3497.7000000000003
22283,20,23.0,0.0,12.0,1.0,11,Kolkata,GE T&D India Limited,489,8.7,4254.299999999999
22284,15,23.0,0.0,8.0,1.0,11,Noida,Sunil Hitech Eng,511,8.2,4190.2
22285,18,22.0,1.0,10.0,1.0,10,New Delhi,Sterlite Power Transmission Ltd,372,8.5,3162.0
22286,18,22.0,3.0,19.0,1.0,6,Ratnagiri,L&T Transmission & Distribution,731,7.4,5409.400000000001
22287,11,23.0,3.0,3.0,12.0,4,Vadodara,Jyoti Structure,670,7.8,5226.0
22288,14,23.0,2.0,22.0,12.0,10,Ratnagiri,Optibelt Power Transmission India Private Limited,717,7.4,5305.8
22289,20,22.0,3.0,6.0,1.0,2,Noida,Jyoti Structure,451,8.2,3698.2
22290,10,20.0,2.0,14.0,1.0,3,Kolkata,NLC India,400,8.7,3479.9999999999995
22291,18,23.0,3.0,16.0,12.0,3,Nagpur,NHPC,688,8.9,6123.2
22292,17,22.0,2.0,7.0,1.0,9,Gurgaon,Optibelt Power Transmission India Private Limited,423,8.3,3510.9
22293,20,22.0,3.0,21.0,1.0,9,Faridabad,Optibelt Power Transmission India Private Limited,668,8.1,5410.8
22294,22,23.0,1.0,13.0,1.0,11,Pune,L&T Transmission & Distribution,537,9.1,4886.7
22295,6,18.0,0.0,20.0,7.0,1,Chennai,Sterlite Power Transmission Ltd,375,8.8,3300.0000000000005
22296,20,23.0,2.0,5.0,1.0,7,Navi Mumbai,Orient Green,609,9.3,5663.700000000001
22297,22,22.0,0.0,12.0,12.0,1,Hyderabad,NLC India,550,8.4,4620.0
22298,9,17.0,2.0,5.0,1.0,12,Navi Mumbai,Power Grid Corp,305,9.3,2836.5
22299,19,23.0,3.0,6.0,1.0,6,Navi Mumbai,NTPC Pvt. Ltd.,570,9.3,5301.0
22300,20,23.0,3.0,14.0,1.0,11,Kolkata,Adani Power Ltd.,487,8.7,4236.9
22301,9,22.0,1.0,3.0,7.0,1,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",338,7.7,2602.6
22302,10,20.0,2.0,17.0,1.0,7,Noida,CESC,643,8.2,5272.599999999999
22303,23,22.0,1.0,4.0,1.0,12,Nagpur,Jaiprakash Power,411,8.9,3657.9
22304,15,23.0,2.0,18.0,1.0,3,Faridabad,Orient Green,566,8.1,4584.599999999999
22305,5,17.0,1.0,8.0,1.0,2,Pune,Bonfiglioli Transmission Pvt. Ltd.,300,9.1,2730.0
22306,23,22.0,0.0,14.0,1.0,5,Ratnagiri,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",439,7.4,3248.6000000000004
22307,5,20.0,2.0,3.0,1.0,3,Kolkata,Optibelt Power Transmission India Private Limited,276,8.7,2401.2
22308,16,23.0,0.0,15.0,1.0,2,Vadodara,Jyoti Structure,482,7.8,3759.6
22309,10,17.0,1.0,10.0,1.0,10,Ratnagiri,Tata Power Company Ltd.,511,7.4,3781.4
22310,16,22.0,0.0,10.0,1.0,6,Ahmedabad,KEC International,394,7.9,3112.6000000000004
22311,9,21.0,0.0,11.0,1.0,12,Shimla,Guj Ind Power,456,7.7,3511.2000000000003
22312,10,21.0,3.0,8.0,7.0,5,Gurgaon,Jaiprakash Power,533,8.3,4423.900000000001
22313,23,22.0,3.0,12.0,1.0,5,Chennai,NTPC Pvt. Ltd.,620,8.8,5456.0
22314,22,23.0,1.0,3.0,1.0,2,Chennai,NLC India,353,8.8,3106.4
22315,7,18.0,0.0,16.0,1.0,6,Mumbai,Sterlite Power Transmission Ltd,481,9.2,4425.2
22316,8,18.0,3.0,3.0,1.0,10,New Delhi,Unitech Power Transmission Ltd.,330,8.5,2805.0
22317,12,22.0,1.0,18.0,1.0,10,Vadodara,L&T Transmission & Distribution,505,7.8,3939.0
22318,17,22.0,1.0,22.0,1.0,2,Kolkata,SJVN Ltd.,633,8.7,5507.099999999999
22319,18,22.0,1.0,12.0,12.0,1,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),514,9.1,4677.4
22320,8,18.0,3.0,3.0,1.0,1,Pune,Ringfeder Power Transmission India Pvt. Ltd.,280,9.1,2548.0
22321,23,22.0,2.0,11.0,1.0,3,Pune,GE T&D India Limited,650,9.1,5915.0
22322,5,20.0,3.0,11.0,1.0,3,Navi Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,392,9.3,3645.6
22323,9,23.0,0.0,5.0,7.0,2,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,497,8.3,4125.1
22324,11,23.0,2.0,14.0,12.0,12,Pune,CESC,520,9.1,4732.0
22325,10,19.0,3.0,22.0,1.0,8,Noida,NTPC Pvt. Ltd.,441,8.2,3616.2
22326,20,22.0,2.0,20.0,1.0,10,Nagpur,Sunil Hitech Eng,546,8.9,4859.400000000001
22327,22,22.0,1.0,14.0,12.0,12,Gurgaon,GE T&D India Limited,667,8.3,5536.1
22328,14,22.0,0.0,14.0,1.0,11,Gurgaon,Indowind Energy,478,8.3,3967.400000000001
22329,21,23.0,3.0,21.0,12.0,1,Noida,CESC,685,8.2,5616.999999999999
22330,7,23.0,1.0,12.0,1.0,5,Ratnagiri,Power Grid Corp,493,7.4,3648.2
22331,6,21.0,0.0,14.0,7.0,5,Shimla,Jyoti Structure,346,7.7,2664.2000000000003
22332,9,17.0,1.0,20.0,1.0,11,Nagpur,TransRail Lighting,550,8.9,4895.0
22333,8,17.0,0.0,3.0,7.0,5,Pune,L&T Transmission & Distribution,216,9.1,1965.6
22334,13,23.0,2.0,5.0,1.0,9,Shimla,Guj Ind Power,539,7.7,4150.3
22335,8,19.0,3.0,3.0,1.0,10,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",370,7.8,2886.0
22336,16,22.0,0.0,4.0,1.0,10,Kolkata,Sterlite Power Transmission Ltd,294,8.7,2557.8
22337,23,23.0,3.0,13.0,1.0,5,Ahmedabad,Kalpataru Power,524,7.9,4139.6
22338,13,23.0,1.0,17.0,1.0,10,Navi Mumbai,Optibelt Power Transmission India Private Limited,626,9.3,5821.8
22339,17,23.0,1.0,19.0,1.0,9,Shimla,SJVN Ltd.,482,7.7,3711.4
22340,10,19.0,2.0,13.0,1.0,10,Gurgaon,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",351,8.3,2913.3
22341,8,17.0,1.0,3.0,1.0,4,Navi Mumbai,L&T Transmission & Distribution,252,9.3,2343.6000000000004
22342,18,23.0,2.0,3.0,1.0,1,Nagpur,Adani Power Ltd.,532,8.9,4734.8
22343,19,23.0,2.0,9.0,1.0,6,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,417,8.9,3711.3
22344,13,23.0,3.0,20.0,1.0,10,Kolkata,Kalpataru Power,705,8.7,6133.499999999999
22345,11,22.0,1.0,3.0,1.0,2,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",434,8.4,3645.6
22346,8,23.0,2.0,9.0,1.0,12,Kolkata,Unitech Power Transmission Ltd.,457,8.7,3975.9
22347,6,21.0,0.0,21.0,1.0,12,Ratnagiri,Reliance Energy,458,7.4,3389.2000000000003
22348,7,23.0,2.0,6.0,1.0,5,Gurgaon,TransRail Lighting,461,8.3,3826.3
22349,21,23.0,2.0,11.0,1.0,2,Ahmedabad,Power Grid Corp,421,7.9,3325.9
22350,14,22.0,0.0,3.0,1.0,6,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,378,7.7,2910.6
22351,12,22.0,2.0,3.0,1.0,10,New Delhi,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,331,8.5,2813.5
22352,22,22.0,1.0,6.0,12.0,1,Kolkata,SJVN Ltd.,667,8.7,5802.9
22353,9,17.0,0.0,9.0,1.0,6,Chennai,Sterlite Power Transmission Ltd,284,8.8,2499.2000000000003
22354,18,22.0,2.0,6.0,1.0,4,Gurgaon,Jaiprakash Power,437,8.3,3627.1
22355,15,22.0,1.0,15.0,1.0,12,Shimla,NTPC Pvt. Ltd.,455,7.7,3503.5
22356,9,21.0,1.0,22.0,1.0,1,Kolkata,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",594,8.7,5167.799999999999
22357,5,19.0,3.0,11.0,7.0,3,Nagpur,Sunil Hitech Eng,596,8.9,5304.400000000001
22358,20,22.0,3.0,14.0,12.0,6,Hyderabad,Tata Power Company Ltd.,599,8.4,5031.6
22359,18,22.0,1.0,22.0,12.0,8,Shimla,TransRail Lighting,835,7.7,6429.5
22360,22,22.0,1.0,13.0,1.0,9,Pune,Power Grid Corp,666,9.1,6060.599999999999
22361,7,20.0,0.0,20.0,7.0,11,Dahej,Orient Green,545,7.6,4142.0
22362,16,23.0,3.0,13.0,1.0,2,Pune,Sunil Hitech Eng,611,9.1,5560.099999999999
22363,8,20.0,3.0,11.0,1.0,2,Faridabad,Unitech Power Transmission Ltd.,415,8.1,3361.5
22364,9,20.0,1.0,7.0,1.0,5,Hyderabad,TransRail Lighting,335,8.4,2814.0
22365,11,22.0,3.0,11.0,1.0,11,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),593,8.9,5277.7
22366,5,18.0,1.0,7.0,1.0,11,Noida,Sunil Hitech Eng,293,8.2,2402.6
22367,5,18.0,1.0,9.0,1.0,9,Ratnagiri,Ringfeder Power Transmission India Pvt. Ltd.,286,7.4,2116.4
22368,10,18.0,2.0,7.0,1.0,8,Hyderabad,Power Grid Corp,382,8.4,3208.8
22369,14,23.0,0.0,7.0,1.0,9,Dahej,Adani Power Ltd.,521,7.6,3959.6
22370,12,23.0,0.0,12.0,1.0,11,Faridabad,Tata Power Company Ltd.,572,8.1,4633.2
22371,9,22.0,3.0,11.0,1.0,1,Noida,Bonfiglioli Transmission Pvt. Ltd.,611,8.2,5010.2
22372,5,17.0,1.0,19.0,1.0,6,Shimla,CESC,300,7.7,2310.0
22373,7,23.0,2.0,4.0,1.0,11,New Delhi,Guj Ind Power,401,8.5,3408.5
22374,10,23.0,2.0,14.0,1.0,5,Shimla,Jaiprakash Power,667,7.7,5135.900000000001
22375,11,22.0,1.0,11.0,12.0,5,Nagpur,GE T&D India Limited,558,8.9,4966.2
22376,17,22.0,3.0,6.0,12.0,8,Pune,SJVN Ltd.,732,9.1,6661.2
22377,12,23.0,1.0,3.0,1.0,10,Pune,Kalpataru Power,379,9.1,3448.9
22378,12,22.0,0.0,5.0,1.0,6,Kolkata,SJVN Ltd.,281,8.7,2444.7
22379,10,21.0,0.0,19.0,1.0,2,Gurgaon,TransRail Lighting,487,8.3,4042.1
22380,13,22.0,3.0,8.0,1.0,8,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,409,8.5,3476.5
22381,13,23.0,1.0,20.0,12.0,4,Faridabad,JSW Energy Ltd.,571,8.1,4625.099999999999
22382,13,22.0,0.0,4.0,1.0,12,Kolkata,Indowind Energy,509,8.7,4428.299999999999
22383,7,19.0,1.0,13.0,1.0,9,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),286,8.5,2431.0
22384,20,23.0,3.0,21.0,1.0,11,Mumbai,NLC India,754,9.2,6936.799999999999
22385,9,18.0,1.0,19.0,7.0,3,Mumbai,NTPC Pvt. Ltd.,586,9.2,5391.2
22386,7,21.0,3.0,8.0,1.0,7,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,403,8.4,3385.2000000000003
22387,12,22.0,2.0,8.0,1.0,5,Mumbai,SJVN Ltd.,475,9.2,4370.0
22388,7,18.0,0.0,9.0,1.0,9,Dahej,TransRail Lighting,336,7.6,2553.6
22389,21,23.0,3.0,7.0,1.0,3,Shimla,JSW Energy Ltd.,598,7.7,4604.6
22390,10,20.0,0.0,3.0,1.0,3,Navi Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,346,9.3,3217.8
22391,12,22.0,3.0,21.0,1.0,7,Pune,Orient Green,728,9.1,6624.8
22392,8,17.0,1.0,20.0,1.0,4,Navi Mumbai,Guj Ind Power,392,9.3,3645.6
22393,17,23.0,1.0,12.0,1.0,12,Pune,Unitech Power Transmission Ltd.,424,9.1,3858.4
22394,18,23.0,3.0,14.0,1.0,5,Ratnagiri,NLC India,712,7.4,5268.8
22395,22,22.0,1.0,10.0,12.0,4,New Delhi,KEC International,718,8.5,6103.0
22396,9,23.0,0.0,17.0,1.0,4,Kolkata,CESC,510,8.7,4437.0
22397,23,23.0,2.0,8.0,1.0,9,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,493,9.2,4535.599999999999
22398,15,23.0,3.0,12.0,12.0,9,Nagpur,JSW Energy Ltd.,551,8.9,4903.900000000001
22399,19,23.0,0.0,3.0,1.0,12,Mumbai,Indowind Energy,525,9.2,4830.0
22400,12,23.0,2.0,3.0,12.0,7,Mumbai,Jyoti Structure,408,9.2,3753.6
22401,19,23.0,2.0,13.0,1.0,7,Vadodara,Indowind Energy,621,7.8,4843.8
22402,8,23.0,3.0,21.0,1.0,2,Hyderabad,Jyoti Structure,479,8.4,4023.6
22403,12,22.0,1.0,5.0,1.0,10,Noida,Jaiprakash Power,335,8.2,2746.9999999999995
22404,5,17.0,0.0,21.0,1.0,3,Nagpur,SJVN Ltd.,418,8.9,3720.2
22405,10,21.0,2.0,15.0,1.0,1,Faridabad,Unitech Power Transmission Ltd.,499,8.1,4041.9
22406,21,23.0,0.0,5.0,1.0,5,Pune,Orient Green,591,9.1,5378.099999999999
22407,7,21.0,0.0,22.0,1.0,1,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),516,9.1,4695.599999999999
22408,19,23.0,1.0,21.0,1.0,2,Ahmedabad,TransRail Lighting,680,7.9,5372.0
22409,8,19.0,2.0,9.0,7.0,7,Navi Mumbai,Reliance Power,494,9.3,4594.200000000001
22410,11,22.0,1.0,10.0,1.0,11,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,510,8.3,4233.0
22411,22,23.0,2.0,8.0,12.0,12,Noida,Indowind Energy,642,8.2,5264.4
22412,7,21.0,0.0,9.0,1.0,7,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),364,9.2,3348.8
22413,19,23.0,0.0,21.0,1.0,11,New Delhi,Sterlite Power Transmission Ltd,529,8.5,4496.5
22414,22,23.0,3.0,9.0,12.0,2,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,529,7.9,4179.1
22415,8,21.0,0.0,20.0,1.0,5,New Delhi,Indowind Energy,352,8.5,2992.0
22416,19,23.0,0.0,5.0,12.0,12,Mumbai,Reliance Energy,681,9.2,6265.2
22417,17,22.0,0.0,10.0,12.0,1,Nagpur,Sterlite Power Transmission Ltd,618,8.9,5500.2
22418,14,22.0,3.0,14.0,1.0,1,Gurgaon,KEC International,594,8.3,4930.200000000001
22419,20,23.0,2.0,21.0,1.0,12,Gurgaon,Jaiprakash Power,712,8.3,5909.6
22420,8,17.0,3.0,11.0,1.0,3,Faridabad,Reliance Power,506,8.1,4098.599999999999
22421,18,22.0,3.0,8.0,1.0,3,Nagpur,Orient Green,657,8.9,5847.3
22422,8,23.0,3.0,20.0,1.0,1,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),501,9.2,4609.2
22423,10,17.0,0.0,19.0,1.0,11,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),329,8.1,2664.9
22424,21,22.0,3.0,11.0,1.0,6,Chennai,Sunil Hitech Eng,436,8.8,3836.8
22425,20,23.0,2.0,9.0,12.0,2,Ratnagiri,Reliance Power,472,7.4,3492.8
22426,7,17.0,1.0,16.0,1.0,12,Ratnagiri,KEC International,520,7.4,3848.0
22427,7,21.0,0.0,22.0,1.0,11,Ratnagiri,Guj Ind Power,591,7.4,4373.400000000001
22428,21,23.0,0.0,6.0,1.0,12,Ratnagiri,Jyoti Structure,549,7.4,4062.6
22429,17,22.0,2.0,12.0,1.0,11,Ahmedabad,Jyoti Structure,558,7.9,4408.2
22430,10,21.0,1.0,21.0,1.0,12,Chennai,NTPC Pvt. Ltd.,661,8.8,5816.8
22431,13,23.0,0.0,8.0,1.0,6,Mumbai,Reliance Energy,501,9.2,4609.2
22432,9,20.0,1.0,8.0,1.0,5,Shimla,SJVN Ltd.,509,7.7,3919.3
22433,22,22.0,0.0,20.0,1.0,11,Navi Mumbai,Orient Green,579,9.3,5384.700000000001
22434,21,23.0,2.0,21.0,1.0,2,Mumbai,Adani Power Ltd.,688,9.2,6329.599999999999
22435,7,19.0,2.0,15.0,7.0,10,Faridabad,Kalpataru Power,461,8.1,3734.1
22436,22,23.0,0.0,11.0,1.0,2,Shimla,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,426,7.7,3280.2000000000003
22437,15,22.0,2.0,10.0,1.0,2,Pune,Sterlite Power Transmission Ltd,565,9.1,5141.5
22438,23,22.0,1.0,18.0,1.0,6,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,599,9.3,5570.700000000001
22439,6,23.0,3.0,21.0,1.0,11,Dahej,TransRail Lighting,502,7.6,3815.2
22440,14,23.0,0.0,3.0,1.0,11,Mumbai,NHPC,393,9.2,3615.6
22441,22,22.0,3.0,8.0,1.0,3,Nagpur,Neueon Towers / Sujana Towers Ltd.,437,8.9,3889.3
22442,15,22.0,3.0,10.0,12.0,7,Ahmedabad,Jyoti Structure,517,7.9,4084.3
22443,22,22.0,0.0,16.0,1.0,11,Nagpur,NLC India,416,8.9,3702.4
22444,15,22.0,1.0,7.0,12.0,10,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),519,7.6,3944.4
22445,14,23.0,0.0,8.0,12.0,2,Mumbai,Power Grid Corp,406,9.2,3735.2
22446,19,23.0,3.0,16.0,1.0,2,New Delhi,L&T Transmission & Distribution,504,8.5,4284.0
22447,20,22.0,2.0,12.0,1.0,2,Chennai,Adani Power Ltd.,368,8.8,3238.4
22448,15,23.0,2.0,22.0,1.0,7,New Delhi,NLC India,680,8.5,5780.0
22449,16,23.0,1.0,10.0,1.0,9,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),432,9.1,3931.2
22450,21,22.0,2.0,5.0,1.0,2,Ratnagiri,Ringfeder Power Transmission India Pvt. Ltd.,507,7.4,3751.8
22451,14,22.0,0.0,7.0,1.0,4,Nagpur,Neueon Towers / Sujana Towers Ltd.,363,8.9,3230.7000000000003
22452,5,20.0,0.0,9.0,1.0,11,Mumbai,Sterlite Power Transmission Ltd,301,9.2,2769.2
22453,9,18.0,1.0,21.0,1.0,2,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,300,7.8,2340.0
22454,11,22.0,3.0,3.0,1.0,10,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,462,8.7,4019.4
22455,12,22.0,3.0,22.0,1.0,6,Nagpur,CESC,684,8.9,6087.6
22456,12,23.0,1.0,6.0,12.0,12,Vadodara,Unitech Power Transmission Ltd.,608,7.8,4742.4
22457,19,22.0,2.0,11.0,1.0,2,Ratnagiri,Indowind Energy,349,7.4,2582.6
22458,5,17.0,2.0,15.0,1.0,7,Gurgaon,NTPC Pvt. Ltd.,329,8.3,2730.7000000000003
22459,10,22.0,0.0,22.0,1.0,5,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,519,8.9,4619.1
22460,5,18.0,3.0,4.0,1.0,3,Nagpur,Torrent Power Ltd.,321,8.9,2856.9
22461,19,23.0,1.0,19.0,1.0,10,Chennai,KEC International,477,8.8,4197.6
22462,19,22.0,0.0,7.0,1.0,2,Shimla,SJVN Ltd.,308,7.7,2371.6
22463,17,22.0,0.0,19.0,12.0,10,Noida,Optibelt Power Transmission India Private Limited,690,8.2,5657.999999999999
22464,15,22.0,1.0,17.0,1.0,6,Dahej,Reliance Energy,534,7.6,4058.4
22465,13,23.0,1.0,5.0,1.0,8,Shimla,Sterlite Power Transmission Ltd,446,7.7,3434.2000000000003
22466,15,23.0,0.0,11.0,1.0,10,New Delhi,Unitech Power Transmission Ltd.,611,8.5,5193.5
22467,10,20.0,2.0,13.0,1.0,2,Ahmedabad,Reliance Power,467,7.9,3689.3
22468,23,22.0,2.0,8.0,1.0,6,Chennai,Orient Green,630,8.8,5544.0
22469,12,23.0,2.0,8.0,1.0,3,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),594,9.2,5464.799999999999
22470,15,23.0,0.0,7.0,1.0,11,Chennai,CESC,459,8.8,4039.2
22471,8,22.0,2.0,8.0,1.0,4,Nagpur,JSW Energy Ltd.,402,8.9,3577.8
22472,18,22.0,0.0,15.0,1.0,5,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,466,8.1,3774.6
22473,8,18.0,1.0,4.0,1.0,2,Chennai,NLC India,407,8.8,3581.6000000000004
22474,13,22.0,2.0,12.0,1.0,11,Shimla,Sterlite Power Transmission Ltd,542,7.7,4173.400000000001
22475,17,23.0,3.0,22.0,1.0,10,New Delhi,Tata Power Company Ltd.,773,8.5,6570.5
22476,19,22.0,0.0,22.0,12.0,5,Kolkata,L&T Transmission & Distribution,757,8.7,6585.9
22477,14,23.0,2.0,21.0,1.0,11,Nagpur,NHPC,667,8.9,5936.3
22478,14,22.0,2.0,21.0,1.0,8,Faridabad,Jaiprakash Power,575,8.1,4657.5
22479,23,22.0,0.0,15.0,12.0,11,Chennai,Sterlite Power Transmission Ltd,670,8.8,5896.000000000001
22480,14,23.0,3.0,5.0,1.0,8,Pune,Adani Power Ltd.,485,9.1,4413.5
22481,8,23.0,3.0,18.0,1.0,9,Ahmedabad,Kalpataru Power,495,7.9,3910.5
22482,9,20.0,2.0,22.0,7.0,9,Mumbai,CESC,552,9.2,5078.4
22483,10,20.0,1.0,21.0,1.0,6,Pune,L&T Transmission & Distribution,629,9.1,5723.9
22484,12,23.0,3.0,8.0,1.0,7,Pune,Sunil Hitech Eng,487,9.1,4431.7
22485,11,22.0,1.0,13.0,1.0,9,Ahmedabad,KEC International,382,7.9,3017.8
22486,17,22.0,3.0,7.0,12.0,10,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,494,8.8,4347.200000000001
22487,18,23.0,3.0,14.0,1.0,12,Mumbai,Optibelt Power Transmission India Private Limited,751,9.2,6909.2
22488,14,23.0,3.0,7.0,1.0,12,Pune,Torrent Power Ltd.,502,9.1,4568.2
22489,9,22.0,3.0,14.0,7.0,6,Ratnagiri,Indowind Energy,637,7.4,4713.8
22490,12,22.0,1.0,16.0,1.0,4,Kolkata,JSW Energy Ltd.,582,8.7,5063.4
22491,17,23.0,3.0,8.0,12.0,12,Shimla,NLC India,590,7.7,4543.0
22492,14,22.0,3.0,22.0,12.0,10,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,886,7.9,6999.400000000001
22493,13,22.0,3.0,17.0,1.0,6,Dahej,Reliance Energy,509,7.6,3868.4
22494,7,20.0,3.0,6.0,1.0,2,Kolkata,Power Grid Corp,420,8.7,3654.0
22495,12,22.0,3.0,4.0,1.0,11,Dahej,Sunil Hitech Eng,410,7.6,3116.0
22496,5,21.0,2.0,17.0,7.0,1,Navi Mumbai,Kalpataru Power,542,9.3,5040.6
22497,8,23.0,2.0,4.0,1.0,3,Navi Mumbai,Sunil Hitech Eng,463,9.3,4305.900000000001
22498,8,23.0,1.0,17.0,1.0,10,Ahmedabad,CESC,480,7.9,3792.0
22499,21,23.0,2.0,20.0,1.0,1,Vadodara,Orient Green,563,7.8,4391.4
22500,14,22.0,2.0,22.0,1.0,10,Hyderabad,Optibelt Power Transmission India Private Limited,526,8.4,4418.400000000001
22501,15,23.0,3.0,11.0,12.0,11,Vadodara,SJVN Ltd.,512,7.8,3993.6
22502,14,23.0,0.0,17.0,1.0,12,Vadodara,Adani Power Ltd.,641,7.8,4999.8
22503,16,23.0,3.0,9.0,1.0,2,Shimla,Unitech Power Transmission Ltd.,381,7.7,2933.7000000000003
22504,11,22.0,3.0,3.0,12.0,1,Mumbai,Unitech Power Transmission Ltd.,458,9.2,4213.599999999999
22505,6,22.0,0.0,12.0,1.0,9,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,437,8.3,3627.1
